7:00	0	0	0
7:10	0	0	0
7:20	0	0	0
7:30	0	0	0
7:40	0	0.727272727	0
7:50	0	1.818181818	0
8:00	0	1.454545455	0
8:10	0	0.909090909	0
8:20	0	0.181818182	0.75
8:30	0	0	1.25
8:40	0	0	1.1875
8:50	0	0	0.625
9:00	0	0	0.0625
9:10	0	0	0
9:20	0	0	0
9:30	0	0	0
9:40	0	0.181818182	0
9:50	0	0.909090909	0
10:00	0	0.909090909	0
10:10	0.071428571	1.727272727	0
10:20	0.357142857	2	0
10:30	0.357142857	2.727272727	0
10:40	0.357142857	1.909090909	0
10:50	0.357142857	1.090909091	0
11:00	0.107142857	0	0.125
11:10	0	0	1.1875
11:20	0	0	1.25
11:30	0	0.818181818	1.25
11:40	0	1.090909091	0.3125
11:50	0	0.909090909	0
12:00	0.535714286	2.272727273	0
12:10	0.5	2.727272727	0
12:20	0.607142857	2.727272727	0
12:30	0.321428571	3.363636364	0
12:40	0	3.636363636	0
12:50	0.25	2.454545455	0.125
13:00	0.357142857	0.090909091	0.625
13:10	0.357142857	0	0.625
13:20	0.25	0	0.625
13:30	0.357142857	0	0.375
13:40	0.357142857	0	0
13:50	0.178571429	0	0.75
14:00	0	0	1.25
14:10	0	0	1.25
14:20	0	0	1
14:30	0	0	0
14:40	0	0.272727273	0
14:50	0	0.909090909	0
15:00	0	1.272727273	0
15:10	0	0.545454545	0.25
15:20	0	0.909090909	0.625
15:30	0	0.545454545	0.625
15:40	0	0.909090909	0.625
15:50	0	0.909090909	0.5625
16:00	0	0.909090909	0.375
16:10	0	0.181818182	0.125
16:20	0	0	0
16:30	0	0	0
16:40	0	0	0
16:50	0	0	0.25
17:00	0	0	0.625
17:10	0	0	0.625
17:20	0	1.181818182	1.1875
17:30	0	2	0.625
17:40	0.357142857	2.727272727	0.625
17:50	0.357142857	2.363636364	1.25
18:00	0.357142857	1.818181818	0.75
18:10	0.25	0.909090909	0.625
18:20	0	0.545454545	0.8125
18:30	0	0	1.25
18:40	0	0	0.625
18:50	0.357142857	0	0.9375
19:00	0.071428571	0	0.8125
19:10	0	0	1.0625
19:20	0	0	1.25
19:30	0	0	1.1875
19:40	0	0	1.3125
19:50	0	0	1.25
20:00	0	0	1.25
20:10	0	0	0.25
20:20	0	0	0
20:30	0	0	0
20:40	0	0	0
20:50	0	0	0
