7:00	0	0.181818182	0	0.181818182
7:10	0.363636364	2.272727273	0	3.272727273
7:20	4	4.181818182	0	4.454545455
7:30	5.454545455	5.454545455	0	5.818181818
7:40	6.636363636	4.545454545	0	5.727272727
7:50	8	2.727272727	0	4.545454545
8:00	7.545454545	1.636363636	0.272727273	3.272727273
8:10	7.272727273	0.909090909	0	2.090909091
8:20	7.272727273	0.181818182	0	1.818181818
8:30	5.272727273	0	0	1.272727273
8:40	4.181818182	0	0	0.636363636
8:50	4.545454545	0	0	0
9:00	4.727272727	0	0	0.181818182
9:10	5.181818182	0.909090909	0	0.909090909
9:20	5.454545455	0.909090909	0.909090909	0.909090909
9:30	5.363636364	0.909090909	0.909090909	0.727272727
9:40	4	0.272727273	0.909090909	0.454545455
9:50	3.909090909	1.545454545	0	1.272727273
10:00	4.545454545	1.818181818	0	1.818181818
10:10	5.181818182	2.636363636	0	1.363636364
10:20	4.818181818	2.545454545	0	1.181818182
10:30	4	2.727272727	0	0.909090909
10:40	3.636363636	2.636363636	0	0.545454545
10:50	2.727272727	2	0	0
11:00	2.545454545	0.909090909	0	0
11:10	1.545454545	0.181818182	0	0.545454545
11:20	1.818181818	0	0	0
11:30	3.272727273	0.818181818	0	0
11:40	3.181818182	1.545454545	0	0
11:50	3.090909091	2	0	0
12:00	4.090909091	3.636363636	0.818181818	0
12:10	4.545454545	4.363636364	0.909090909	1.727272727
12:20	4.909090909	4.727272727	0.909090909	2.181818182
12:30	5.181818182	5.454545455	0.272727273	2.818181818
12:40	5.818181818	4.727272727	0	2.272727273
12:50	4.909090909	3.636363636	0	2.636363636
13:00	3.272727273	1	0	2.181818182
13:10	2.818181818	0.909090909	0	0.909090909
13:20	4.909090909	0.454545455	0.181818182	1.272727273
13:30	6.909090909	0	1.090909091	1.818181818
13:40	7.272727273	0.818181818	1.818181818	1.818181818
13:50	5.727272727	0.909090909	1.636363636	1.090909091
14:00	6.363636364	0.909090909	0.909090909	0.272727273
14:10	6.363636364	0.090909091	0.454545455	0
14:20	6.909090909	0	0.545454545	0
14:30	6.454545455	0	0.909090909	0
14:40	5.727272727	0.909090909	0.909090909	0
14:50	6.909090909	0.909090909	0.363636364	0
15:00	6.909090909	1.909090909	0.909090909	0
15:10	6.727272727	2	0.909090909	0
15:20	7.181818182	2.181818182	0.909090909	0.545454545
15:30	6.363636364	2.090909091	0	0.909090909
15:40	7.090909091	1.818181818	0	0.909090909
15:50	6.909090909	1.545454545	0.454545455	0.636363636
16:00	6.818181818	0.909090909	1.272727273	0
16:10	8.181818182	0.272727273	1.909090909	0.818181818
16:20	8.181818182	0.909090909	2.727272727	0.909090909
16:30	7.636363636	0.909090909	2.909090909	1
16:40	7.636363636	1.545454545	2.727272727	0.545454545
16:50	7.363636364	2.545454545	2.818181818	0.909090909
17:00	7.272727273	3.545454545	1.909090909	1.090909091
17:10	7.272727273	5.363636364	1.272727273	0
17:20	7.636363636	7.363636364	0.909090909	0
17:30	7.363636364	8.545454545	0.272727273	1
17:40	7.272727273	7.272727273	0	0.909090909
17:50	6.272727273	5.181818182	0	1.636363636
18:00	6.090909091	1.818181818	0	1
18:10	6.363636364	1.545454545	0	0.909090909
18:20	5.636363636	1.454545455	0	0.909090909
18:30	2.636363636	0.909090909	0	0.818181818
18:40	1.272727273	0.363636364	0	0
18:50	1	0	0	0
19:00	1.727272727	0	0	0
19:10	0.909090909	0	0	0.090909091
19:20	0.818181818	0	0	0
19:30	0	0	0	0
19:40	0	0	0	0
19:50	0	0	0	0
20:00	0	0	0	0
20:10	0	0	0	0
20:20	0	0	0	0
20:30	0	0	0	0
20:40	0	0	0	0
20:50	0	0	0	0
