2018-02-21 08:35:07	2018-02-21 10:08:00
2018-02-21 10:32:00	2018-02-21 11:07:00
2018-02-23 08:32:00	2018-02-23 09:03:00
2018-02-23 13:01:00	2018-02-23 13:41:00
2018-02-23 15:30:00	2018-02-23 18:44:00
2018-02-26 11:16:00	2018-02-26 13:51:00
2018-02-26 17:25:00	2018-02-26 18:09:00
2018-02-27 07:00:00	2018-02-27 07:53:00
2018-02-28 16:01:00	2018-02-28 18:26:00
2018-03-01 09:51:00	2018-03-01 10:28:00
2018-03-01 15:29:00	2018-03-01 16:11:00
2018-03-01 17:27:00	2018-03-01 18:00:00
2018-03-02 13:20:00	2018-03-02 14:24:00
2018-04-02 14:47:00	2018-04-02 17:37:00
2018-04-09 08:42:00	2018-04-09 09:11:00
2018-04-09 10:15:00	2018-04-09 10:44:00
2018-04-09 11:28:00	2018-04-09 11:57:00
2018-04-09 12:09:00	2018-04-09 12:46:00
2018-04-09 15:21:00	2018-04-09 16:41:00
2018-04-09 19:32:00	2018-04-09 19:32:00
2018-04-11 16:23:00	2018-04-11 17:16:00
2018-04-12 10:41:00	2018-04-12 11:25:00
2018-04-12 15:58:00	2018-04-12 18:31:00
2018-04-13 11:30:00	2018-04-13 12:00:00
2018-04-13 12:33:00	2018-04-13 13:02:00
2018-04-16 09:22:00	2018-04-16 10:17:00
2018-04-16 10:32:00	2018-04-16 11:13:00
2018-04-16 15:56:00	2018-04-16 16:25:00
2018-04-18 16:19:00	2018-04-18 16:48:00
2018-04-18 17:10:00	2018-04-18 17:55:00
2018-04-19 12:51:00	2018-04-19 13:49:00
2018-04-19 14:05:00	2018-04-19 14:38:00
2018-04-20 07:17:00	2018-04-20 07:47:00
2018-04-20 13:57:00	2018-04-20 14:44:00
2018-04-23 09:58:00	2018-04-23 10:27:00
2018-04-23 12:06:00	2018-04-23 12:42:00
2018-04-23 14:22:00	2018-04-23 14:54:00
2018-04-24 09:21:00	2018-04-24 09:50:00
2018-04-24 14:14:00	2018-04-24 14:43:00
2018-04-24 17:33:00	2018-04-24 18:09:00
2018-04-25 12:00:00	2018-04-25 12:29:00
2018-04-25 15:30:00	2018-04-25 16:01:00
2018-04-26 12:05:00	2018-04-26 12:38:00
2018-04-26 15:12:00	2018-04-26 15:44:00
2018-04-26 18:14:00	2018-04-26 19:15:00
2018-04-26 19:50:00	2018-04-26 19:59:00
2018-04-27 07:56:00	2018-04-27 08:25:00
2018-04-27 09:48:00	2018-04-27 10:21:00
2018-04-27 11:12:00	2018-04-27 11:42:00
2018-04-27 14:33:00	2018-04-27 15:10:00
2018-04-27 16:11:00	2018-04-27 16:42:00
2018-04-30 08:34:00	2018-04-30 09:09:00
2018-04-30 09:37:00	2018-04-30 11:30:00
2018-04-30 12:51:00	2018-04-30 13:20:00
2018-04-30 14:26:00	2018-04-30 15:06:00
2018-04-30 15:56:00	2018-04-30 16:36:00
