2018-04-18 16:00:34	2018-04-18 17:11:00
2018-04-18 17:15:00	2018-04-18 18:16:00
2018-04-19 07:14:00	2018-04-19 07:56:00
2018-04-20 07:13:00	2018-04-20 08:30:00
2018-04-20 08:53:00	2018-04-20 09:43:00
2018-04-20 09:50:00	2018-04-20 11:02:00
2018-04-20 11:47:00	2018-04-20 12:18:00
2018-04-20 12:24:00	2018-04-20 12:56:00
2018-04-20 13:25:00	2018-04-20 15:46:00
2018-04-20 15:57:00	2018-04-20 17:49:00
2018-04-20 17:52:00	2018-04-20 18:28:00
2018-04-20 18:39:00	2018-04-20 18:41:00
2018-04-23 07:33:00	2018-04-23 08:22:00
2018-04-23 10:03:00	2018-04-23 10:40:00
2018-04-23 13:14:00	2018-04-23 17:44:00
2018-04-24 07:09:00	2018-04-24 10:22:00
2018-04-24 12:36:00	2018-04-24 13:12:00
2018-04-24 13:19:00	2018-04-24 13:48:00
2018-04-24 13:51:00	2018-04-24 14:21:00
2018-04-24 14:44:00	2018-04-24 18:25:00
2018-04-24 18:31:00	2018-04-24 18:32:00
2018-04-25 07:36:00	2018-04-25 09:36:00
2018-04-25 11:22:00	2018-04-25 13:40:00
2018-04-25 14:15:00	2018-04-25 14:44:00
2018-04-25 14:46:00	2018-04-25 17:28:00
2018-04-25 18:52:00	2018-04-25 19:00:00
2018-04-26 07:19:00	2018-04-26 08:22:00
2018-04-26 08:35:00	2018-04-26 09:08:00
2018-04-26 09:42:00	2018-04-26 10:58:00
2018-04-26 11:24:00	2018-04-26 12:50:00
2018-04-26 13:10:00	2018-04-26 16:24:00
2018-04-26 16:37:00	2018-04-26 18:16:00
2018-04-27 07:09:00	2018-04-27 07:48:00
2018-04-27 07:54:00	2018-04-27 08:57:00
2018-04-27 09:05:00	2018-04-27 09:36:00
2018-04-27 10:18:00	2018-04-27 11:05:00
2018-04-27 11:07:00	2018-04-27 12:39:00
2018-04-27 13:15:00	2018-04-27 14:56:00
2018-04-27 15:07:00	2018-04-27 16:41:00
2018-04-27 17:14:00	2018-04-27 18:22:00
2018-04-27 18:32:00	2018-04-27 19:19:00
2018-04-30 07:41:00	2018-04-30 08:25:00
2018-04-30 08:56:00	2018-04-30 09:29:00
2018-04-30 09:39:00	2018-04-30 10:09:00
2018-04-30 11:56:00	2018-04-30 14:33:00
2018-04-30 14:41:00	2018-04-30 15:19:00
2018-04-30 15:33:00	2018-04-30 17:46:00
2018-04-30 17:53:00	2018-04-30 18:31:00
2018-05-01 07:14:00	2018-05-01 08:21:00
2018-05-01 08:23:00	2018-05-01 08:52:00
2018-05-01 09:08:00	2018-05-01 10:22:00
2018-05-01 11:05:00	2018-05-01 11:35:00
2018-05-01 12:15:00	2018-05-01 12:44:00
2018-05-01 13:14:00	2018-05-01 13:45:00
2018-05-01 13:51:00	2018-05-01 17:21:00
2018-05-01 17:29:00	2018-05-01 18:24:00
2018-05-02 07:05:00	2018-05-02 09:57:30
