0:00	0	0	0	0
1:00	0	0	0	0
2:00	0	0	0	0
3:00	0	0	0	0
4:00	0	0	0	0
5:00	0	0	0	0
6:00	0	0	0	0
7:00	74	14	51	113
8:00	52	159	49	80
9:00	69	113	129	34
10:00	64	76	191	125
11:00	63	286	89	187
12:00	53	332	106	16
13:00	93	98	202	74
14:00	53	33	33	69
15:00	77	51	204	24
16:00	147	586	459	52
17:00	79	464	371	30
18:00	95	388	80	1
19:00	0	37	0	3
20:00	0	0	0	0
21:00	0	0	0	0
22:00	0	0	0	0
23:00	0	0	0	0
