2018-04-18 17:26:26	2018-04-18 17:26:00
2018-04-19 07:21:00	2018-04-19 07:56:00
2018-04-19 12:45:00	2018-04-19 12:46:00
2018-04-19 16:02:00	2018-04-19 16:32:00
2018-04-19 17:30:00	2018-04-19 17:30:00
2018-04-20 07:13:00	2018-04-20 07:52:00
2018-04-20 09:47:00	2018-04-20 10:05:00
2018-04-20 12:21:00	2018-04-20 12:21:00
2018-04-20 12:52:00	2018-04-20 12:53:00
2018-04-23 07:57:00	2018-04-23 08:02:00
2018-04-23 11:03:00	2018-04-23 11:08:00
2018-04-23 15:15:00	2018-04-23 15:47:00
2018-04-24 07:26:00	2018-04-24 07:57:00
2018-04-24 12:36:00	2018-04-24 13:11:00
2018-04-24 17:23:00	2018-04-24 17:53:00
2018-04-25 07:05:00	2018-04-25 07:39:00
2018-04-25 08:08:00	2018-04-25 08:37:00
2018-04-25 12:02:00	2018-04-25 12:03:00
2018-04-25 17:49:00	2018-04-25 17:49:00
2018-04-26 07:18:00	2018-04-26 07:54:00
2018-04-26 09:26:00	2018-04-26 09:28:00
2018-04-26 12:21:00	2018-04-26 12:30:00
2018-04-27 07:00:00	2018-04-27 07:29:00
2018-04-27 10:14:00	2018-04-27 10:36:00
2018-04-27 12:08:00	2018-04-27 12:40:00
2018-04-27 17:21:00	2018-04-27 17:21:00
2018-04-30 07:35:00	2018-04-30 07:38:00
2018-04-30 08:01:00	2018-04-30 08:24:00
2018-04-30 12:37:00	2018-04-30 12:40:00
2018-04-30 12:45:00	2018-04-30 12:54:00
2018-04-30 18:29:00	2018-04-30 18:29:00
2018-05-01 07:00:00	2018-05-01 07:07:00
2018-05-01 07:33:00	2018-05-01 08:08:00
2018-05-01 09:36:00	2018-05-01 10:05:00
2018-05-01 12:05:00	2018-05-01 12:05:00
2018-05-01 12:09:00	2018-05-01 12:11:00
2018-05-01 13:31:00	2018-05-01 13:42:00
2018-05-01 19:10:00	2018-05-01 19:10:30
